"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gallionella capsiferriformans ES-2" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella capsiferriformans ES-2"
"ncbi" "Gallionella capsiferriformans ES-2" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella capsiferriformans ES-2"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Noviherbaspirillum sp. Root189" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Noviherbaspirillum sp. Root189"
"ncbi" "Gallionella sp. ShG14-8" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella sp. ShG14-8"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gallionella sp. ShG14-8" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella sp. ShG14-8"
"ncbi" "Gallionella sp. ShG14-8" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella sp. ShG14-8"
"ncbi" "Noviherbaspirillum sp. Root189" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Noviherbaspirillum sp. Root189"
"ncbi" "Sulfuritalea hydrogenivorans sk43H" "Sulfuritalea" "Nitrosomonadales" "Sterolibacteriaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuritalea hydrogenivorans sk43H"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gallionella sp. ShG14-8" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella sp. ShG14-8"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gallionella sp. ShG14-8" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella sp. ShG14-8"
"ncbi" "Herbaspirillum sp. CF444" "Herbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. CF444"
"ncbi" "Betaproteobacteria bacterium SCGC AG-212-J23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SCGC AG-212-J23"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gammaproteobacteria bacterium NRL1" "Candidatus Tenderia" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium NRL1"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Bacillus circulans" "Bacillus" "Bacillales" "Bacillaceae" "Bacilli" "Firmicutes" "Bacillus circulans"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Streptomyces sp. WAC1420" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. WAC1420"
"ncbi" "Streptomyces sp. WAC1420" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. WAC1420"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Amycolatopsis keratiniphila subsp. keratiniphila" "Amycolatopsis" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Amycolatopsis keratiniphila subsp. keratiniphila"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Kibdelosporangium phytohabitans" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium phytohabitans"
"ncbi" "Brevibacillus sp. SKDU10" "Brevibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Brevibacillus sp. SKDU10"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridiales" "Clostridiaceae" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "uncultured organism CA37" NA NA NA NA NA "uncultured organism CA37"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Mycobacterium xenopi 4042" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium xenopi 4042"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Methylobacterium extorquens DM4" "Methylobacterium" "Rhizobiales" "Methylobacteriaceae" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium extorquens DM4"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Actinoplanes teichomyceticus" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes teichomyceticus"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Mycobacterium xenopi 4042" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium xenopi 4042"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Streptomyces sp. HGB0020" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. HGB0020"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Actinoplanes teichomyceticus" "Actinoplanes" "Micromonosporales" "Micromonosporaceae" "Actinobacteria" "Actinobacteria" "Actinoplanes teichomyceticus"
"ncbi" "uncultured organism CA37" NA NA NA NA NA "uncultured organism CA37"
"ncbi" "Desulfitobacterium hafniense" "Desulfitobacterium" "Clostridiales" "Peptococcaceae" "Clostridia" "Firmicutes" "Desulfitobacterium hafniense"
"ncbi" "Dyella japonica A8" "Dyella" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Dyella japonica A8"
"ncbi" "Mycobacterium immunogenum" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium immunogenum"
"ncbi" "Catenulispora acidiphila DSM 44928" "Catenulispora" "Catenulisporales" "Catenulisporaceae" "Actinobacteria" "Actinobacteria" "Catenulispora acidiphila DSM 44928"
"ncbi" "Allochromatium vinosum DSM 180" "Allochromatium" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Allochromatium vinosum DSM 180"
"ncbi" "Nocardia vulneris" "Nocardia" "Corynebacteriales" "Nocardiaceae" "Actinobacteria" "Actinobacteria" "Nocardia vulneris"
"ncbi" "Mycobacterium sp. E2989" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. E2989"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Mycobacterium gordonae" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium gordonae"
"ncbi" "Gammaproteobacteria bacterium SCGC AG-212-F23" NA NA NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SCGC AG-212-F23"
"ncbi" "Salmonella enterica subsp. enterica serovar Infantis" "Salmonella" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Salmonella enterica subsp. enterica serovar Infantis"
"ncbi" "Mycobacterium sp. E1214" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. E1214"
"ncbi" "Mycobacterium xenopi 4042" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium xenopi 4042"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Streptomyces sp. NRRL B-1568" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. NRRL B-1568"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Mycobacterium chelonae CCUG 47445" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium chelonae CCUG 47445"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Frankiales" "Frankiaceae" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Pseudonocardiales" "Pseudonocardiaceae" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Methylobacterium sp. Leaf456" "Methylobacterium" "Rhizobiales" "Methylobacteriaceae" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf456"
