COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG4249	3127	3798	3085	3927	5612	3912	1669	3846	1710	2312	12691	2226	"Uncharacterized protein, contains caspase domain"
COG4250	123	103	43	89	60	55	435	59	59	52	220	48	Sensory domain  found in diguanylate cyclases and two-component systems (DICT domain)
COG4251	10975	14261	10716	13971	11657	11675	14066	12005	9800	8397	27129	9509	Bacteriophytochrome (light-regulated signal transduction histidine kinase)
COG4252	4539	5189	4725	4409	4246	3705	2272	4657	2096	3935	11036	3839	Extracellular (periplasmic) sensor domain CHASE2 (specificity unknown)
COG4253	170	169	145	240	167	142	144	121	113	189	331	52	"Uncharacterized conserved protein, DUF2345 family"
COG4254	2589	3042	2562	2275	2625	2151	2649	4722	1989	3039	6711	1337	"Uncharacterized conserved protein, contains LysM and FecR  domains"
COG4255	352	294	281	433	458	285	436	97	46	99	465	332	Uncharacterized protein
COG4256	105	66	77	62	134	58	74	143	149	108	466	198	Hemin uptake protein HemP
COG4257	9612	14013	17374	15447	11563	12611	13364	10620	12614	8607	20924	11377	Streptogramin lyase
COG4258	1437	1713	1425	1854	1557	1052	1578	903	468	717	1877	1450	Predicted exporter
COG4259	230	269	360	452	238	191	631	186	428	213	865	330	Uncharacterized protein
COG4260	2988	2463	2652	2735	1852	2050	4078	3685	2768	1921	5206	2557	"Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain"
COG4261	745	687	539	884	621	474	724	280	267	351	1514	926	"Predicted acyltransferase, LPLAT superfamily"
COG4262	3086	4027	3655	3676	3005	3382	3398	3941	2954	2432	8883	3747	Predicted spermidine synthase with an N-terminal membrane domain
COG4263	3901	3888	3229	3544	2927	3175	8350	4289	5237	4029	9448	3677	Nitrous oxide reductase
COG4264	525	244	179	272	180	276	115	172	197	103	1237	177	Siderophore synthetase component
COG4266	1526	1185	1258	1579	704	682	820	464	222	243	1842	1509	Allantoicase
COG4267	233	145	124	189	209	185	371	464	334	233	632	271	Uncharacterized membrane protein
COG4268	340	336	341	435	423	242	1715	444	516	420	779	169	"5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC"
COG4269	393	517	456	398	462	549	83	353	198	176	1687	392	"Uncharacterized membrane protein YjgN, DUF898 family"
COG4270	879	1105	1063	1469	1111	699	928	370	334	257	1562	643	Uncharacterized membrane protein
COG4271	666	738	674	729	826	639	297	396	596	552	1363	815	Predicted nucleotide-binding protein containing TIR -like domain
COG4272	977	1208	1317	1197	1012	1170	4645	3248	3330	1948	3077	369	Uncharacterized membrane protein
COG4273	100	96	62	17	36	40	26	101	102	179	142	27	"Uncharacterized protein, contains metal-binding DGC domain"
COG4274	2729	2753	3379	2361	2186	1886	6954	4482	5087	3616	7501	2466	"Uncharacterized protein, contains GYD domain"
COG4275	2846	1055	2191	841	777	981	2897	1343	1897	1337	4015	2589	Uncharacterized protein
COG4276	860	1209	975	981	1559	1121	2692	2355	996	954	2459	649	Ligand-binding SRPBCC domain
COG4277	604	587	493	647	665	552	865	540	577	522	1179	655	Predicted DNA-binding protein with the Helix-hairpin-helix motif
COG4278	1071	1030	684	920	1357	1274	1249	1562	1697	1346	3584	497	Uncharacterized protein
COG4279	1603	1040	894	1125	938	1012	1225	2403	1346	1311	2002	698	"Uncharacterized conserved protein, contains Zn finger domain"
COG4280	2272	2107	2165	1698	1455	1403	5365	1546	3172	1426	3720	1503	Uncharacterized membrane protein
COG4281	175	65	78	77	136	58	301	50	29	100	267	169	Acyl-CoA-binding protein
COG4282	345	227	135	183	362	191	611	310	489	223	689	146	Cell wall assembly regulator SMI1
COG4283	423	65	116	183	238	146	365	469	667	566	563	35	Uncharacterized protein
COG4284	828	982	541	688	814	747	732	384	683	298	1636	776	UDP-N-acetylglucosamine pyrophosphorylase
COG4285	362	434	459	320	298	278	517	479	167	160	690	377	"Uncharacterized conserved protein , conains N-terminal glutamine amidotransferase (GATase1)-like domain"
COG4286	147	173	221	144	184	186	280	81	65	25	348	112	"Uncharacterized protein, UPF0160 family"
COG4287	690	692	672	471	1005	731	2944	920	1016	720	2057	786	PhoPQ-activated pathogenicity-related protein
COG4288	287	424	447	254	512	494	244	657	396	621	1825	111	Uncharacterized protein
COG4289	751	444	357	498	471	388	708	460	583	421	1365	621	Uncharacterized protein
COG4290	189	170	163	119	89	111	493	165	236	210	455	313	Guanyl-specific ribonuclease Sa
COG4291	1510	2032	1123	1826	1545	1540	2863	1061	1448	855	4276	1377	Uncharacterized membrane protein
COG4292	1900	1647	1313	1235	867	938	1218	406	873	587	3346	3191	Low temperature requirement protein LtrA (function unknown)
COG4293	411	511	417	338	436	332	768	219	718	365	1362	356	Uncharacterized protein
COG4294	248	204	161	104	159	123	457	169	217	261	592	151	UV DNA damage repair endonuclease
COG4295	338	291	181	214	295	201	108	159	151	126	644	159	Uncharacterized protein
COG4296	52	97	16	28	39	87	26	98	40	8	274	37	Uncharacterized protein
COG4297	578	983	709	722	1040	864	901	907	450	572	1917	569	Uncharacterized protein YjlB
COG4298	102	132	119	108	61	113	85	48	20	17	160	150	Uncharacterized protein
COG4299	2474	2733	3436	3757	2626	2294	1114	1530	2104	1622	4915	2937	Predicted acyltransferase
COG4300	263	242	264	329	258	222	90	89	47	36	432	113	"Cadmium resistance protein CadD, predicted permease"
COG4301	4370	6092	5390	6233	4317	4467	6091	4680	3842	3522	9998	4384	"Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain"
COG4302	916	1364	1344	1551	1140	1103	366	794	651	701	1637	548	"Ethanolamine ammonia-lyase, small subunit"
COG4303	1654	2684	2709	3159	2117	1895	1101	869	1086	807	2445	1458	"Ethanolamine ammonia-lyase, large subunit"
COG4304	16	46	79	53	74	58	47	67	65	63	38	11	Uncharacterized protein
COG4305	351	212	128	256	173	215	209	313	118	126	370	117	"Peptidoglycan-binding domain, expansin"
COG4306	225	226	250	266	144	196	182	136	486	208	736	213	Uncharacterized protein
COG4307	1662	2590	2173	2725	2100	1903	2520	2004	2766	2231	6241	2032	Uncharacterized protein
COG4308	609	790	745	918	473	465	504	309	365	378	1949	717	"Limonene-1,2-epoxide hydrolase"
COG4309	340	189	251	252	139	502	6827	1198	1832	626	1252	73	"Uncharacterized conserved protein, DUF2249 family"
COG4310	897	1398	1060	1145	1012	1060	935	1290	1388	1120	2474	1243	"Uncharacterized protein, cotains an aminopeptidase-like domain"
COG4311	804	1321	877	1261	889	1061	445	693	337	527	2365	649	Sarcosine oxidase delta subunit
COG4312	9790	9465	11773	9372	6566	6514	2280	4333	3177	3471	10812	8576	"Predicted dithiol-disulfide oxidoreductase, DUF899 family"
COG4313	499	1366	1393	1561	1242	1155	391	786	297	545	1802	1688	Uncharacterized conserved protein
COG4314	258	230	346	295	246	212	194	667	230	440	1494	211	Nitrous oxide reductase accessory protein NosL
COG4315	3907	4637	3639	2677	2045	2616	5534	1703	3460	1348	7034	2722	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)
COG4316	338	118	157	183	138	156	103	221	130	290	258	55	Uncharacterized protein
COG4317	234	228	272	246	82	85	16	73	6	4	185	108	"Xanthosine utilization system component, XapX domain"
COG4318	801	1210	872	1291	886	947	122	411	134	200	823	273	Uncharacterized protein
COG4319	10408	11267	10071	10352	9073	7713	13980	10048	11685	8104	26964	6487	Ketosteroid isomerase homolog
COG4320	3466	4672	4238	4354	3421	3197	2669	2234	1298	1269	3425	4569	"Uncharacterized conserved protein, DUF2252 family"
COG4321	578	910	780	894	748	869	581	994	315	913	1522	487	"Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain"
COG4322	126	455	357	256	907	241	735	670	218	374	943	169	Uncharacterized protein
COG4323	1117	795	752	721	1276	640	1105	1793	600	1143	2802	475	Uncharacterized protein
COG4324	761	1013	840	1093	669	656	787	543	556	817	2263	1027	Predicted aminopeptidase
COG4325	1311	1536	1620	1751	1072	1393	442	525	478	427	2395	1667	Uncharacterized membrane protein
COG4326	177	139	180	222	117	198	114	519	127	64	230	120	Sporulation-control protein spo0M
COG4327	39	51	107	77	63	86	150	20	17	63	456	57	Uncharacterized membrane protein
COG4328	273	220	246	223	165	235	836	192	183	242	365	143	Predicted nuclease (RNAse H fold)
COG4329	48	51	36	52	31	48	83	36	35	32	499	63	Uncharacterized membrane protein
COG4330	239	247	75	180	241	149	129	141	238	167	1233	773	Uncharacterized membrane protein
COG4331	510	587	523	485	553	315	222	308	123	177	594	92	Uncharacterized membrane protein
COG4332	139	100	89	115	67	78	79	94	77	21	174	53	Uncharacterized protein
COG4333	608	182	204	220	323	274	205	158	246	128	560	165	Uncharacterized protein
COG4334	957	894	1206	691	947	596	2251	3185	1466	875	2432	362	Uncharacterized protein
COG4335	56	71	61	67	74	51	9	103	53	107	136	100	3-methyladenine DNA glycosylase AlkC
COG4336	632	822	940	766	1088	819	1349	941	969	540	1879	729	"Uncharacterized protein YcsI, UPF0317 family"
COG4337	81	81	117	115	39	237	16	14	50	16	145	115	Uncharacterized protein
COG4338	23	6	15	0	64	0	39	647	0	72	10	0	Uncharacterized protein
COG4339	304	330	221	218	494	201	115	407	188	763	939	378	"Predicted metal-dependent phosphohydrolase, HD superfamily"
COG4340	328	696	669	756	671	482	577	624	226	551	827	653	Uncharacterized protein
COG4341	2030	2595	1812	2686	2199	1674	3121	2254	1427	1556	3576	1390	Predicted HD phosphohydrolase
COG4342	107	158	142	135	94	122	25	86	120	75	243	166	Intergrase/Recombinase
COG4343	64	121	129	114	76	66	306	206	241	156	597	93	"CRISPR/Cas system-associated exonuclease Cas4, RecB family"
COG4344	37	41	42	39	43	52	78	0	18	19	33	62	"Predicted transciptional regulator, contains HTH domain"
COG4345	43	60	23	25	86	48	60	66	92	70	127	32	Uncharacterized protein
COG4346	1203	1416	1228	1424	1264	955	4025	2236	2872	1485	4550	1085	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase
COG4347	30	34	46	54	49	46	26	22	155	49	230	27	Uncharacterized membrane protein YpjA
COG4352	478	348	276	364	281	213	1654	588	732	527	322	89	Ribosomal protein L13E
COG4353	91	117	67	93	71	98	231	94	49	66	579	47	Uncharacterized protein
COG4354	2189	2916	2251	2909	2182	2265	5520	4078	3721	1933	3307	1409	"Uncharacterized protein, contains GBA2_N and DUF608 domains"
COG4357	285	244	112	160	187	141	77	46	49	41	200	66	"Uncharacterized protein, contains Zn-finger domain of CHY type"
COG4359	602	879	678	743	829	584	1729	1406	960	570	2567	872	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)
COG4360	137	152	95	78	125	59	37	62	46	42	401	84	"ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)"
COG4362	565	255	312	274	310	122	314	154	97	127	398	95	"Nitric oxide synthase, oxygenase domain"
COG4365	2161	2705	3001	2902	1764	2101	3799	3313	2353	1420	4344	2241	"Uncharacterized protein YllA, UPF0747 family"
COG4367	108	54	44	94	53	39	342	7	6	0	78	32	Uncharacterized protein
COG4370	351	344	434	352	556	550	1351	468	431	221	350	98	Uncharacterized protein
COG4371	3320	3828	2673	3784	5288	3816	5200	7300	3846	3990	8760	1045	Uncharacterized membrane protein
COG4372	2924	3124	2809	2095	3186	2847	14845	4843	5038	4374	10250	1614	"Uncharacterized conserved protein, contains DUF3084 domain"
COG4373	1085	821	816	917	581	624	1770	1454	1762	936	1662	969	Mu-like prophage FluMu protein gp28
COG4374	601	493	473	776	321	406	953	621	621	609	1065	108	"PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)"
COG4377	211	81	135	175	80	53	375	207	289	154	525	57	Uncharacterized membrane protein YhfC
COG4378	18	10	11	19	48	17	4	31	3	0	11	26	Uncharacterized protein
COG4379	273	234	246	215	225	341	187	150	358	340	504	333	Mu-like prophage tail protein gpP
COG4380	139	222	229	220	148	145	451	117	215	179	661	132	Uncharacterized protein
COG4381	62	78	38	36	106	64	12	47	43	219	144	106	Mu-like prophage protein gp46
COG4382	31	28	36	72	24	6	60	42	7	26	73	35	Mu-like prophage protein gp16
COG4383	580	579	379	548	474	432	202	245	398	388	1015	400	Mu-like prophage protein gp29
COG4384	129	135	106	53	81	111	46	99	279	294	358	168	Mu-like prophage protein gp45
COG4385	414	268	176	196	219	227	1015	462	593	353	734	217	Bacteriophage P2-related tail formation protein
COG4386	1067	930	1244	1035	1429	1036	1077	1711	1043	1654	2500	681	Mu-like prophage tail sheath protein gpL
COG4387	108	112	90	116	161	129	95	149	102	125	261	32	Mu-like prophage protein gp36
COG4388	310	361	209	460	184	229	1219	821	823	454	645	142	Mu-like prophage I protein
COG4389	885	1039	740	1134	593	611	572	422	939	565	2132	761	Site-specific recombinase
COG4390	28	12	35	43	25	9	12	8	0	19	46	12	Uncharacterized protein
COG4391	648	854	673	881	986	665	1230	1008	320	1019	1244	481	"Uncharacterized conserved protein, contains Zn-finger domain"
COG4392	427	147	182	135	203	129	144	153	183	210	1332	238	Branched-chain amino acid transport protein
COG4393	1226	1406	1513	1457	937	1059	1982	3070	1439	1417	2781	503	Uncharacterized membrane protein
COG4394	189	322	248	179	238	242	92	179	125	124	339	404	Uncharacterized protein
COG4395	1781	2113	1820	1995	2355	2138	2307	2200	1679	1886	4930	1221	"Predicted lipid-binding transport protein, Tim44 family"
COG4396	121	77	80	106	69	95	41	61	149	150	340	58	Mu-like prophage host-nuclease inhibitor protein Gam
COG4397	510	348	314	362	257	474	523	650	803	1117	962	96	Mu-like prophage major head subunit gpT
COG4398	1312	1332	1121	1150	1252	848	1881	1173	1292	1328	3657	1604	Small ligand-binding sensory domain FIST
COG4399	467	370	231	333	405	296	385	304	559	327	2325	369	"Uncharacterized membrane protein YheB, UPF0754 family"
COG4401	1065	679	827	758	608	841	3136	933	1575	799	1791	555	Chorismate mutase
COG4402	1467	1612	1478	1399	1340	1010	205	987	723	697	2819	2828	Uncharacterized protein
COG4403	1851	1700	1882	1557	1149	1491	3015	1533	1607	1206	3950	1470	Lantibiotic modifying enzyme
COG4405	252	314	211	218	538	227	113	181	69	89	326	400	Uncharacterized protein YhfF
COG4408	107	124	244	163	160	166	54	152	61	333	591	112	Uncharacterized protein
COG4409	1244	1209	1235	1024	691	1041	2442	886	2039	1449	3401	854	Neuraminidase (sialidase)
COG4412	685	445	443	342	343	328	597	840	1137	599	1802	1024	"Bacillopeptidase F, M6 metalloprotease family"
COG4413	161	165	92	107	136	91	57	328	186	202	231	108	Urea transporter
COG4416	52	15	25	103	38	48	33	25	53	34	92	23	Mu-like prophage FluMu protein Com
COG4420	4521	4272	3426	2859	2852	2577	2308	2390	3127	2628	10001	3851	Uncharacterized membrane protein
COG4421	320	486	248	613	423	460	334	211	91	102	767	174	Capsular polysaccharide biosynthesis protein
COG4422	2886	2233	2343	2276	2073	2323	3762	2424	2226	3979	5748	1011	Bacteriophage protein gp37
COG4423	957	1047	947	1217	949	830	1365	1139	571	699	1059	208	Uncharacterized protein
COG4424	812	739	500	786	612	798	618	571	889	696	2141	301	LPS sulfotransferase NodH
COG4425	623	593	618	539	545	599	1014	561	486	329	1512	882	Uncharacterized membrane protein
COG4427	1016	1212	1102	945	667	837	2195	1392	1061	1008	2325	975	Uncharacterized protein
COG4430	4837	5102	4430	4831	4156	4267	3373	2874	3179	1881	9826	4309	"Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family"
COG4443	13	6	0	16	3	0	70	0	0	3	12	3	Uncharacterized protein
COG4445	540	649	441	803	621	482	395	390	133	170	948	674	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)
COG4446	344	616	531	580	541	474	572	823	630	861	2097	434	"Uncharacterized conserved protein, DUF1499 family"
COG4447	20698	21066	25072	21286	18122	19616	23722	25869	23905	18369	64406	15820	Uncharacterized protein related to plant photosystem II stability/assembly factor
COG4448	1293	1797	1459	1147	949	1305	2085	1000	1374	863	4616	2409	L-asparaginase II
COG4449	1566	1489	1394	1412	1753	1144	1494	2025	1726	1462	3710	781	"Predicted protease, Abi (CAAX) family"
COG4451	479	424	369	543	287	341	775	441	496	234	1056	223	Ribulose bisphosphate carboxylase small subunit
COG4452	916	1373	1336	1180	1401	873	608	845	620	678	2916	1261	Inner membrane protein involved in colicin E2 resistance
COG4453	1083	1464	1244	1482	929	1181	1533	1327	1038	927	2943	205	"Uncharacterized conserved protein, DUF1778 family"
COG4454	1889	1749	1904	925	1301	1164	2807	2783	4291	2175	9597	2146	"Uncharacterized copper-binding protein, cupredoxin-like subfamily"
COG4455	958	1017	1253	1361	780	1094	2401	1154	829	790	1636	864	Protein of avirulence locus involved in temperature-dependent protein secretion
COG4456	1437	1317	1323	1508	800	1028	795	1159	532	565	1339	231	Virulence-associated protein VagC (function unknown)
COG4457	473	737	440	504	551	501	225	249	226	276	967	632	Uncharacterized protein
COG4458	310	477	355	214	291	341	319	266	263	68	620	358	Uncharacterized protein
COG4459	15	24	23	10	75	82	0	25	17	13	126	94	"Periplasmic nitrate reductase system, NapE component"
COG4460	60	36	47	59	48	65	13	10	45	10	51	52	Uncharacterized protein
COG4461	611	622	698	604	933	582	814	592	128	259	1112	202	Uncharacterized protein YPO0702
COG4463	39	19	31	39	38	42	80	15	12	13	58	20	Transcriptional regulator CtsR
COG4464	1784	2619	2366	2679	1935	1902	2390	2380	2477	1713	4805	1600	Tyrosine-protein phosphatase YwqE
COG4465	294	172	127	176	143	248	1266	142	233	90	496	151	GTP-sensing pleiotropic transcriptional regulator CodY
COG4466	29	0	6	6	5	0	36	0	7	0	11	10	Uncharacterized protein Veg
COG4467	176	234	259	202	128	163	82	54	90	64	602	111	Regulator of replication initiation timing
COG4468	143	186	191	207	199	165	156	879	163	234	352	108	Galactose-1-phosphate uridylyltransferase
COG4469	532	268	254	248	322	187	652	577	462	423	1029	143	"Competence protein CoiA-like family, contains a predicted nuclease domain"
COG4470	12	14	15	3	11	4	8	15	16	14	27	3	Uncharacterized protein YutD
COG4471	3	10	7	0	3	0	10	0	4	0	8	3	"Uncharacterized protein YlbG, UPF0298 family"
COG4472	52	53	57	26	31	26	216	248	281	55	61	5	"Uncharacterized protein, UPF0297 family"
COG4473	89	76	62	91	95	66	311	112	21	61	356	50	"Predicted ABC-type exoprotein transport system, permease component"
COG4474	69	51	139	53	55	53	22	119	37	51	215	40	Uncharacterized SPBc2 prophage-derived protein YoqJ
COG4475	68	24	34	69	27	66	52	13	17	8	233	30	"Uncharacterized protein YwlG, UPF0340 family"
